name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
HDS_USECOL:P-E3-S6_1_TIME:45187201.0,682.051,0.431054,680.804,683.046,682.482,681.62,753.371,41.0099,684.37,894.82,794.381,712.361,1.32431
HDS_USECOL:P-E3-S6_1_TIME:45273601.0,681.94,0.557541,680.459,683.368,682.497,681.382,753.367,41.0077,684.37,894.81,794.375,712.36,1.00243
HDS_USECOL:P-E3-S6_1_TIME:45360001.0,681.903,0.481973,680.287,682.982,682.385,681.421,753.364,41.0059,684.37,894.8,794.37,712.358,1.38777
HDS_USECOL:P-E3-S6_1_TIME:45446401.0,681.776,0.485787,680.187,683.017,682.261,681.29,753.361,41.0048,684.37,894.79,794.366,712.356,1.35312
HDS_USECOL:P-E3-S6_1_TIME:45532801.0,681.791,0.502875,680.379,682.94,682.294,681.289,753.358,41.0029,684.37,894.78,794.361,712.355,1.42972
HDS_USECOL:P-E3-S6_1_TIME:45619201.0,681.755,0.480707,680.513,683.13,682.235,681.274,753.354,41.0005,684.37,894.77,794.355,712.354,1.24014
HDS_USECOL:P-E3-S6_1_TIME:45705601.0,681.659,0.469922,680.298,682.648,682.129,681.189,753.351,40.9983,684.37,894.75,794.35,712.353,1.72197
HDS_USECOL:P-E3-S6_1_TIME:45792001.0,681.731,0.476685,680.247,683.096,682.208,681.254,753.348,40.9968,684.36,894.74,794.345,712.352,1.26359
HDS_USECOL:P-E3-S6_1_TIME:45878401.0,681.723,0.468945,680.821,682.814,682.192,681.254,753.345,40.9949,684.36,894.73,794.34,712.35,1.54583
HDS_USECOL:P-E3-S6_1_TIME:45964801.0,681.75,0.481003,680.153,683.266,682.231,681.269,753.342,40.9928,684.36,894.72,794.335,712.349,1.09441
HDS_USECOL:P-E3-S6_1_TIME:46051201.0,681.736,0.501852,680.314,682.844,682.238,681.234,753.339,40.9907,684.36,894.71,794.329,712.348,1.51605
HDS_USECOL:P-E3-S6_1_TIME:46137601.0,681.764,0.44063,680.664,682.751,682.204,681.323,753.335,40.9893,684.36,894.7,794.325,712.346,1.60917
HDS_USECOL:P-E3-S6_1_TIME:46224001.0,681.705,0.419103,680.682,683.046,682.125,681.286,753.332,40.9871,684.36,894.69,794.319,712.345,1.3143
HDS_USECOL:P-E3-S6_1_TIME:46310401.0,681.758,0.507597,680.08,682.81,682.266,681.25,753.33,40.985,684.36,894.67,794.315,712.345,1.55012
HDS_USECOL:P-E3-S6_1_TIME:46396801.0,681.814,0.460468,680.652,682.684,682.275,681.354,753.326,40.9827,684.36,894.66,794.309,712.343,1.67583
HDS_USECOL:P-E3-S6_1_TIME:46483201.0,681.841,0.48027,680.858,682.985,682.321,681.361,753.323,40.9809,684.36,894.65,794.304,712.342,1.37505
HDS_USECOL:P-E3-S6_1_TIME:46569601.0,681.784,0.524522,680.646,682.976,682.309,681.26,753.32,40.9791,684.36,894.64,794.299,712.34,1.38353
HDS_USECOL:P-E3-S6_1_TIME:46656001.0,681.846,0.537853,680.528,682.999,682.384,681.309,753.317,40.9769,684.36,894.63,794.293,712.34,1.3606
HDS_USECOL:P-E3-S6_1_TIME:46742401.0,681.846,0.484093,680.427,683.141,682.33,681.362,753.314,40.975,684.36,894.62,794.289,712.339,1.21894
HDS_USECOL:P-E3-S6_1_TIME:46828801.0,681.838,0.521927,680.639,683.314,682.36,681.316,753.31,40.9735,684.36,894.61,794.284,712.337,1.04556
HDS_USECOL:P-E3-S6_1_TIME:46915201.0,681.733,0.462883,680.552,683.163,682.196,681.27,753.307,40.9716,684.36,894.59,794.279,712.335,1.19724
HDS_USECOL:P-E3-S6_1_TIME:47001601.0,681.797,0.465784,680.809,682.996,682.263,681.331,753.303,40.9692,684.36,894.58,794.273,712.334,1.3643
HDS_USECOL:P-E3-S6_1_TIME:47088001.0,681.849,0.452665,680.382,683.126,682.301,681.396,753.301,40.9678,684.35,894.57,794.268,712.333,1.22412
HDS_USECOL:P-E3-S6_1_TIME:47174401.0,681.945,0.440226,680.709,683.082,682.385,681.505,753.297,40.9651,684.35,894.56,794.262,712.332,1.26848
HDS_USECOL:P-E3-S6_1_TIME:47260801.0,681.918,0.550314,680.536,683.087,682.468,681.367,753.294,40.9632,684.35,894.55,794.258,712.331,1.2626
HDS_USECOL:P-E3-S6_1_TIME:47347201.0,681.827,0.518528,680.414,683.09,682.346,681.309,753.291,40.9617,684.35,894.54,794.252,712.329,1.26048
HDS_USECOL:P-E3-S6_1_TIME:47433601.0,681.894,0.49989,680.733,683.213,682.394,681.394,753.288,40.9593,684.35,894.52,794.247,712.329,1.13717
HDS_USECOL:P-E3-S6_1_TIME:47520001.0,681.894,0.46383,680.722,682.768,682.358,681.431,753.284,40.9575,684.35,894.51,794.242,712.327,1.58225
HDS_USECOL:P-E3-S6_1_TIME:47606401.0,681.867,0.533361,680.629,683.091,682.401,681.334,753.281,40.9555,684.35,894.5,794.236,712.325,1.25943
HDS_USECOL:P-E3-S6_1_TIME:47692801.0,681.869,0.499721,680.771,683.722,682.369,681.37,753.278,40.9538,684.35,894.49,794.232,712.324,0.627799
HDS_USECOL:P-E3-S6_1_TIME:47779201.0,681.781,0.430842,680.268,682.747,682.212,681.35,753.275,40.9515,684.35,894.48,794.227,712.324,1.6028
HDS_USECOL:P-E3-S6_1_TIME:47865601.0,681.788,0.448293,680.737,682.823,682.236,681.339,753.272,40.9498,684.35,894.47,794.221,712.322,1.52698
HDS_USECOL:P-E3-S6_1_TIME:47952001.0,681.786,0.489986,680.689,683.036,682.276,681.296,753.269,40.9471,684.35,894.45,794.216,712.322,1.31428
HDS_USECOL:P-E3-S6_1_TIME:48038401.0,681.779,0.542187,680.415,683.205,682.321,681.236,753.265,40.9453,684.35,894.44,794.21,712.32,1.1455
HDS_USECOL:P-E3-S6_1_TIME:48124801.0,681.838,0.438082,680.737,682.781,682.276,681.4,753.262,40.9434,684.35,894.43,794.205,712.318,1.56875
HDS_USECOL:P-E3-S6_1_TIME:48211201.0,681.737,0.512873,679.994,682.962,682.25,681.224,753.259,40.9412,684.35,894.42,794.2,712.318,1.38756
HDS_USECOL:P-E3-S6_1_TIME:48297601.0,681.79,0.482954,680.566,683.108,682.273,681.307,753.255,40.9391,684.35,894.41,794.195,712.316,1.24199
HDS_USECOL:P-E3-S6_1_TIME:48384001.0,681.819,0.477816,680.715,683.231,682.297,681.342,753.252,40.9379,684.34,894.4,794.19,712.314,1.10948
HDS_USECOL:P-E3-S6_1_TIME:48470401.0,681.795,0.563956,680.192,683.191,682.359,681.231,753.249,40.9353,684.34,894.38,794.184,712.313,1.14933
HDS_USECOL:P-E3-S6_1_TIME:48556801.0,681.708,0.478031,680.442,682.518,682.186,681.23,753.246,40.9334,684.34,894.37,794.179,712.312,1.82247
HDS_USECOL:P-E3-S6_1_TIME:48643201.0,681.772,0.456377,680.679,683.103,682.228,681.315,753.243,40.9318,684.34,894.36,794.174,712.311,1.2366
HDS_USECOL:P-E3-S6_1_TIME:48729601.0,681.728,0.476003,680.54,682.743,682.204,681.252,753.239,40.9298,684.34,894.35,794.169,712.309,1.5971
HDS_USECOL:P-E3-S6_1_TIME:48816001.0,681.711,0.518985,680.616,682.913,682.23,681.192,753.236,40.9277,684.34,894.34,794.163,712.308,1.42665
HDS_USECOL:P-E3-S6_1_TIME:48902401.0,681.73,0.473719,680.31,682.636,682.204,681.256,753.232,40.926,684.34,894.33,794.158,712.306,1.70369
HDS_USECOL:P-E3-S6_1_TIME:48988801.0,681.772,0.536665,680.493,683.17,682.309,681.235,753.229,40.9239,684.34,894.31,794.153,712.305,1.17038
HDS_USECOL:P-E3-S6_1_TIME:49075201.0,681.83,0.424946,680.737,682.851,682.255,681.405,753.226,40.9217,684.34,894.3,794.148,712.305,1.4887
HDS_USECOL:P-E3-S6_1_TIME:49161601.0,681.813,0.444062,680.521,682.792,682.257,681.368,753.223,40.9198,684.34,894.29,794.143,712.303,1.54759
HDS_USECOL:P-E3-S6_1_TIME:49248001.0,681.669,0.496943,680.255,682.97,682.166,681.172,753.22,40.9177,684.34,894.28,794.138,712.302,1.36987
HDS_USECOL:P-E3-S6_1_TIME:49334401.0,681.774,0.475303,680.868,683.169,682.25,681.299,753.216,40.9157,684.34,894.27,794.132,712.3,1.17102
HDS_USECOL:P-E3-S6_1_TIME:49420801.0,681.814,0.480059,680.805,683.695,682.294,681.334,753.212,40.9132,684.34,894.25,794.125,712.299,0.645377
HDS_USECOL:P-E3-S6_1_TIME:49507201.0,681.863,0.493443,680.676,682.956,682.356,681.369,753.21,40.9114,684.34,894.24,794.121,712.299,1.3837
HDS_USECOL:P-E3-S6_1_TIME:49593601.0,681.829,0.493885,680.739,682.839,682.323,681.335,753.206,40.9093,684.34,894.23,794.116,712.297,1.50117
HDS_USECOL:P-E3-S6_1_TIME:49680001.0,681.837,0.456757,680.817,683.027,682.294,681.38,753.203,40.908,684.33,894.22,794.111,712.295,1.30317
HDS_USECOL:P-E3-S6_1_TIME:49766401.0,681.778,0.497857,680.706,683.361,682.276,681.28,753.2,40.9053,684.33,894.21,794.105,712.295,0.968807
HDS_USECOL:P-E3-S6_1_TIME:49852801.0,681.713,0.491257,680.768,683.168,682.205,681.222,753.197,40.9034,684.33,894.2,794.1,712.293,1.16229
HDS_USECOL:P-E3-S6_1_TIME:49939201.0,681.83,0.524897,680.581,683.045,682.355,681.305,753.193,40.9008,684.33,894.18,794.094,712.292,1.28453
HDS_USECOL:P-E3-S6_1_TIME:50025601.0,681.782,0.522641,680.334,683.449,682.304,681.259,753.19,40.8995,684.33,894.17,794.089,712.291,0.881496
HDS_USECOL:P-E3-S6_1_TIME:50112001.0,681.847,0.421062,680.452,682.786,682.268,681.426,753.187,40.8977,684.33,894.16,794.085,712.289,1.54404
HDS_USECOL:P-E3-S6_1_TIME:50198401.0,681.76,0.533324,680.45,683.068,682.293,681.226,753.183,40.8951,684.33,894.15,794.078,712.288,1.26219
HDS_USECOL:P-E3-S6_1_TIME:50284801.0,681.735,0.563597,679.862,683.1,682.299,681.171,753.18,40.8933,684.33,894.14,794.074,712.287,1.23029
HDS_USECOL:P-E3-S6_1_TIME:50371201.0,681.841,0.508055,680.422,682.862,682.349,681.333,753.177,40.891,684.33,894.12,794.068,712.286,1.46849
HDS_USECOL:P-E3-S6_1_TIME:50457601.0,681.85,0.511497,680.688,683.088,682.361,681.338,753.173,40.8895,684.33,894.11,794.063,712.284,1.24163
HDS_USECOL:P-E3-S6_1_TIME:50544001.0,681.832,0.505648,680.235,682.986,682.337,681.326,753.171,40.8871,684.33,894.1,794.058,712.284,1.34401
HDS_USECOL:P-E3-S6_1_TIME:50630401.0,681.708,0.46464,680.533,682.622,682.172,681.243,753.167,40.8846,684.33,894.09,794.052,712.282,1.70846
HDS_USECOL:P-E3-S6_1_TIME:50716801.0,681.719,0.425129,680.825,682.901,682.144,681.293,753.164,40.8836,684.33,894.08,794.047,712.28,1.4293
HDS_USECOL:P-E3-S6_1_TIME:50803201.0,681.789,0.470222,680.891,683.338,682.259,681.319,753.16,40.8812,684.33,894.07,794.041,712.279,0.991604
HDS_USECOL:P-E3-S6_1_TIME:50889601.0,681.654,0.445884,680.284,682.754,682.1,681.208,753.157,40.8791,684.33,894.05,794.036,712.278,1.57555
HDS_USECOL:P-E3-S6_1_TIME:50976001.0,681.87,0.495494,680.536,683.195,682.366,681.375,753.154,40.8768,684.32,894.04,794.03,712.277,1.12497
HDS_USECOL:P-E3-S6_1_TIME:51062401.0,681.727,0.434957,680.612,683.038,682.162,681.292,753.15,40.8748,684.32,894.03,794.025,712.276,1.28187
HDS_USECOL:P-E3-S6_1_TIME:51148801.0,681.801,0.482722,680.657,683.287,682.284,681.319,753.147,40.8726,684.32,894.02,794.02,712.274,1.03325
HDS_USECOL:P-E3-S6_1_TIME:51235201.0,681.785,0.503907,680.61,683.859,682.289,681.281,753.144,40.8708,684.32,894.01,794.015,712.273,0.461086
HDS_USECOL:P-E3-S6_1_TIME:51321601.0,681.76,0.481031,680.213,683.099,682.241,681.279,753.14,40.869,684.32,893.99,794.009,712.271,1.22132
HDS_USECOL:P-E3-S6_1_TIME:51408001.0,681.775,0.5257,680.419,682.94,682.301,681.249,753.137,40.8669,684.32,893.98,794.004,712.27,1.37961
HDS_USECOL:P-E3-S6_1_TIME:51494401.0,681.699,0.500744,679.849,682.692,682.199,681.198,753.133,40.865,684.32,893.97,793.998,712.268,1.62759
HDS_USECOL:P-E3-S6_1_TIME:51580801.0,681.732,0.461774,680.578,682.762,682.194,681.271,753.13,40.8625,684.32,893.96,793.993,712.268,1.55777
HDS_USECOL:P-E3-S6_1_TIME:51667201.0,681.719,0.503784,680.691,683.344,682.223,681.215,753.127,40.8607,684.32,893.95,793.988,712.266,0.975867
HDS_USECOL:P-E3-S6_1_TIME:51753601.0,681.746,0.480057,680.601,682.946,682.226,681.266,753.124,40.858,684.32,893.93,793.982,712.266,1.37392
HDS_USECOL:P-E3-S6_1_TIME:51840001.0,681.702,0.525207,680.186,683.234,682.227,681.177,753.121,40.8558,684.32,893.92,793.977,712.265,1.08599
HDS_USECOL:P-E3-S6_1_TIME:51926401.0,681.774,0.471538,680.668,682.887,682.245,681.302,753.118,40.8542,684.32,893.91,793.972,712.263,1.43316
HDS_USECOL:P-E3-S6_1_TIME:52012801.0,681.737,0.51066,680.628,682.775,682.248,681.227,753.114,40.8517,684.32,893.9,793.966,712.262,1.54462
HDS_USECOL:P-E3-S6_1_TIME:52099201.0,681.769,0.509443,680.44,683.216,682.279,681.26,753.111,40.8502,684.32,893.89,793.961,712.26,1.10363
HDS_USECOL:P-E3-S6_1_TIME:52185601.0,681.795,0.460918,680.723,683.021,682.256,681.334,753.107,40.8478,684.32,893.87,793.955,712.259,1.29882
HDS_USECOL:P-E3-S6_1_TIME:52272001.0,681.752,0.412579,680.506,682.73,682.164,681.339,753.103,40.8457,684.31,893.86,793.949,712.258,1.57975
HDS_USECOL:P-E3-S6_1_TIME:52358401.0,681.815,0.547261,680.595,683.429,682.362,681.268,753.101,40.8438,684.31,893.85,793.944,712.257,0.881455
HDS_USECOL:P-E3-S6_1_TIME:52444801.0,681.913,0.404088,680.866,682.848,682.317,681.508,753.097,40.8419,684.31,893.84,793.939,712.255,1.46212
HDS_USECOL:P-E3-S6_1_TIME:52531201.0,681.731,0.472825,680.576,682.862,682.204,681.258,753.093,40.8387,684.31,893.82,793.932,712.255,1.44805
HDS_USECOL:P-E3-S6_1_TIME:52617601.0,681.779,0.513028,680.563,682.937,682.292,681.266,753.09,40.8373,684.31,893.81,793.928,712.253,1.37274
HDS_USECOL:P-E3-S6_1_TIME:52704001.0,681.721,0.426134,680.341,682.915,682.147,681.295,753.087,40.8354,684.31,893.8,793.923,712.252,1.3952
HDS_USECOL:P-E3-S6_1_TIME:52790401.0,681.785,0.484738,680.733,682.975,682.27,681.301,753.084,40.8338,684.31,893.79,793.918,712.251,1.33524
HDS_USECOL:P-E3-S6_1_TIME:52876801.0,681.709,0.375455,680.842,682.88,682.085,681.334,753.08,40.8312,684.31,893.78,793.911,712.249,1.43007
HDS_USECOL:P-E3-S6_1_TIME:52963201.0,681.81,0.516951,680.696,683.455,682.327,681.293,753.077,40.8287,684.31,893.76,793.905,712.248,0.855424
HDS_USECOL:P-E3-S6_1_TIME:53049601.0,681.786,0.442593,680.461,682.886,682.229,681.344,753.074,40.8272,684.31,893.75,793.901,712.246,1.42389
HDS_USECOL:P-E3-S6_1_TIME:53136001.0,681.746,0.535129,680.645,682.963,682.282,681.211,753.07,40.8251,684.31,893.74,793.895,712.245,1.34694
HDS_USECOL:P-E3-S6_1_TIME:53222401.0,681.824,0.495935,680.422,683.25,682.32,681.329,753.067,40.8225,684.31,893.73,793.889,712.244,1.05984
HDS_USECOL:P-E3-S6_1_TIME:53308801.0,681.755,0.509651,680.535,682.781,682.265,681.245,753.063,40.8211,684.31,893.72,793.885,712.242,1.52898
HDS_USECOL:P-E3-S6_1_TIME:53395201.0,681.871,0.500987,680.749,683.157,682.372,681.37,753.06,40.8184,684.31,893.7,793.878,712.242,1.15318
HDS_USECOL:P-E3-S6_1_TIME:53481601.0,681.799,0.507177,680.474,682.995,682.306,681.292,753.057,40.8165,684.31,893.69,793.874,712.241,1.31506
HDS_USECOL:P-E3-S6_1_TIME:53568001.0,681.722,0.508514,680.571,683.388,682.231,681.214,753.053,40.8143,684.3,893.68,793.868,712.239,0.912097
HDS_USECOL:P-E3-S6_1_TIME:53654401.0,681.729,0.538559,680.543,682.86,682.267,681.19,753.05,40.8123,684.3,893.67,793.862,712.238,1.44002
HDS_USECOL:P-E3-S6_1_TIME:53740801.0,681.715,0.495285,680.177,683.012,682.21,681.219,753.047,40.8105,684.3,893.65,793.857,712.236,1.28777
HDS_USECOL:P-E3-S6_1_TIME:53827201.0,681.726,0.479949,680.427,683.257,682.206,681.246,753.043,40.8084,684.3,893.64,793.852,712.235,1.04326
HDS_USECOL:P-E3-S6_1_TIME:53913601.0,681.71,0.519593,680.292,682.878,682.229,681.19,753.04,40.8062,684.3,893.63,793.846,712.233,1.42172
HDS_USECOL:P-E3-S6_1_TIME:54000001.0,681.656,0.494492,680.396,682.806,682.151,681.162,753.037,40.8041,684.3,893.62,793.841,712.233,1.49363
HDS_USECOL:P-E3-S6_1_TIME:54086401.0,681.696,0.504629,679.861,682.801,682.201,681.191,753.033,40.8015,684.3,893.61,793.835,712.232,1.49898
HDS_USECOL:P-E3-S6_1_TIME:54172801.0,681.818,0.475802,680.75,683.101,682.293,681.342,753.029,40.7997,684.3,893.59,793.829,712.23,1.19873
HDS_USECOL:P-E3-S6_1_TIME:54259201.0,681.736,0.532602,680.531,683.214,682.268,681.203,753.026,40.7977,684.3,893.58,793.824,712.229,1.08647
HDS_USECOL:P-E3-S6_1_TIME:54345601.0,681.77,0.521625,680.585,683.13,682.291,681.248,753.023,40.7952,684.3,893.57,793.818,712.228,1.16957
HDS_USECOL:P-E3-S6_1_TIME:54432001.0,681.739,0.456219,680.648,682.839,682.195,681.283,753.019,40.7932,684.3,893.56,793.813,712.226,1.46121
HDS_USECOL:P-E3-S6_1_TIME:54518401.0,681.801,0.529614,680.238,683.157,682.331,681.272,753.016,40.7903,684.3,893.54,793.807,712.226,1.14258
HDS_USECOL:P-E3-S6_1_TIME:54604801.0,681.762,0.490015,679.93,683.246,682.252,681.272,753.013,40.7891,684.3,893.53,793.802,712.224,1.05383
HDS_USECOL:P-E3-S6_1_TIME:54691201.0,681.761,0.502053,680.663,683.009,682.263,681.259,753.01,40.787,684.3,893.52,793.797,712.223,1.29069
HDS_USECOL:P-E3-S6_1_TIME:54777601.0,681.731,0.527558,680.432,683.29,682.258,681.203,753.006,40.7846,684.3,893.51,793.791,712.222,1.00975
HDS_USECOL:P-E3-S6_1_TIME:54864001.0,681.72,0.537823,680.356,683.294,682.257,681.182,753.003,40.7827,684.29,893.5,793.785,712.22,0.996198
HDS_USECOL:P-E3-S6_1_TIME:54950401.0,681.843,0.443819,680.545,682.768,682.287,681.4,752.999,40.7803,684.29,893.48,793.78,712.219,1.52178
HDS_USECOL:P-E3-S6_1_TIME:55036801.0,681.758,0.505526,680.689,683.051,682.263,681.252,752.996,40.778,684.29,893.47,793.774,712.218,1.23927
HDS_USECOL:P-E3-S6_1_TIME:55123201.0,681.709,0.497222,680.438,682.716,682.206,681.212,752.992,40.776,684.29,893.46,793.768,712.216,1.57433
HDS_USECOL:P-E3-S6_1_TIME:55209601.0,681.834,0.486402,680.432,683.287,682.32,681.348,752.989,40.7741,684.29,893.45,793.763,712.215,1.00259
HDS_USECOL:P-E3-S6_1_TIME:55296001.0,681.889,0.471546,680.702,683.224,682.36,681.417,752.986,40.7718,684.29,893.43,793.758,712.214,1.06645
HDS_USECOL:P-E3-S6_1_TIME:55382401.0,682.123,0.414359,680.921,683.33,682.537,681.709,752.982,40.7701,684.29,893.42,793.752,712.212,0.960186
HDS_USECOL:P-E3-S6_1_TIME:55468801.0,682.31,0.518125,681.126,683.69,682.828,681.792,752.978,40.768,684.29,893.41,793.746,712.21,0.600353
HDS_USECOL:P-E3-S6_1_TIME:55555201.0,682.317,0.494053,680.906,683.329,682.811,681.823,752.975,40.7657,684.29,893.4,793.741,712.209,0.961021
HDS_USECOL:P-E3-S6_1_TIME:55641601.0,682.307,0.475709,681.352,683.615,682.783,681.831,752.972,40.7634,684.29,893.39,793.735,712.209,0.674871
HDS_USECOL:P-E3-S6_1_TIME:55728001.0,682.332,0.455657,681.156,683.585,682.788,681.876,752.968,40.7615,684.29,893.37,793.73,712.207,0.705015
HDS_USECOL:P-E3-S6_1_TIME:55814401.0,682.267,0.549651,680.368,683.561,682.817,681.717,752.965,40.7591,684.29,893.36,793.724,712.206,0.728858
HDS_USECOL:P-E3-S6_1_TIME:55900801.0,682.358,0.541621,681.261,683.706,682.9,681.817,752.961,40.7569,684.29,893.35,793.718,712.205,0.583681
HDS_USECOL:P-E3-S6_1_TIME:55987201.0,682.372,0.461106,681.142,683.297,682.833,681.911,752.959,40.7547,684.29,893.34,793.713,712.204,0.993073
HDS_USECOL:P-E3-S6_1_TIME:56073601.0,682.274,0.514216,681.152,683.78,682.788,681.76,752.955,40.7522,684.29,893.32,793.707,712.203,0.509684
HDS_USECOL:P-E3-S6_1_TIME:56160001.0,682.237,0.463963,681.19,683.3,682.701,681.773,752.951,40.7505,684.28,893.31,793.702,712.201,0.98007
HDS_USECOL:P-E3-S6_1_TIME:56246401.0,682.235,0.456446,681.196,683.747,682.692,681.779,752.948,40.7485,684.28,893.3,793.697,712.2,0.53266
HDS_USECOL:P-E3-S6_1_TIME:56332801.0,682.216,0.501861,680.98,683.528,682.718,681.715,752.944,40.7463,684.28,893.29,793.691,712.198,0.751945
HDS_USECOL:P-E3-S6_1_TIME:56419201.0,682.231,0.414333,680.942,683.322,682.645,681.816,752.941,40.7438,684.28,893.27,793.685,712.197,0.957884
HDS_USECOL:P-E3-S6_1_TIME:56505601.0,682.186,0.41493,681.054,683.143,682.601,681.771,752.938,40.7419,684.28,893.26,793.68,712.196,1.1374
HDS_USECOL:P-E3-S6_1_TIME:56592001.0,682.192,0.475201,681.078,683.112,682.667,681.717,752.935,40.7392,684.28,893.25,793.674,712.195,1.16793
HDS_USECOL:P-E3-S6_1_TIME:56678401.0,682.155,0.503751,680.964,683.518,682.659,681.651,752.931,40.7376,684.28,893.24,793.669,712.193,0.762406
HDS_USECOL:P-E3-S6_1_TIME:56764801.0,682.159,0.453985,681.124,683.147,682.613,681.705,752.927,40.735,684.28,893.22,793.662,712.192,1.13328
HDS_USECOL:P-E3-S6_1_TIME:56851201.0,682.231,0.487777,680.466,683.6,682.718,681.743,752.924,40.7331,684.28,893.21,793.657,712.191,0.680166
HDS_USECOL:P-E3-S6_1_TIME:56937601.0,682.226,0.471421,681.037,683.065,682.698,681.755,752.92,40.7312,684.28,893.2,793.651,712.189,1.21548
HDS_USECOL:P-E3-S6_1_TIME:57024001.0,682.242,0.473447,681.01,683.228,682.715,681.768,752.917,40.7293,684.28,893.19,793.646,712.188,1.05245
HDS_USECOL:P-E3-S6_1_TIME:57110401.0,682.271,0.43688,681.198,683.24,682.708,681.834,752.913,40.7262,684.28,893.17,793.64,712.187,1.03973
HDS_USECOL:P-E3-S6_1_TIME:57196801.0,682.182,0.468743,681.034,683.353,682.65,681.713,752.91,40.7247,684.28,893.16,793.635,712.185,0.927472
HDS_USECOL:P-E3-S6_1_TIME:57283201.0,682.251,0.473564,681.1,683.533,682.725,681.778,752.906,40.7228,684.28,893.15,793.629,712.184,0.746718
HDS_USECOL:P-E3-S6_1_TIME:57369601.0,682.2,0.508743,680.701,683.577,682.709,681.691,752.903,40.7208,684.27,893.14,793.624,712.182,0.692614
HDS_USECOL:P-E3-S6_1_TIME:57456001.0,682.151,0.495153,680.997,683.254,682.646,681.655,752.899,40.7176,684.27,893.12,793.617,712.182,1.0157
HDS_USECOL:P-E3-S6_1_TIME:57542401.0,682.235,0.457859,681.066,683.361,682.693,681.777,752.896,40.7161,684.27,893.11,793.612,712.18,0.908764
HDS_USECOL:P-E3-S6_1_TIME:57628801.0,682.214,0.509472,680.811,683.392,682.724,681.705,752.892,40.7137,684.27,893.1,793.606,712.178,0.878072
HDS_USECOL:P-E3-S6_1_TIME:57715201.0,682.213,0.49397,680.776,683.597,682.707,681.719,752.889,40.7113,684.27,893.09,793.6,712.178,0.67291
HDS_USECOL:P-E3-S6_1_TIME:57801601.0,682.165,0.434007,681.169,683.04,682.599,681.731,752.886,40.7091,684.27,893.07,793.595,712.177,1.22992
HDS_USECOL:P-E3-S6_1_TIME:57888001.0,682.056,0.428955,680.919,683.276,682.485,681.627,752.882,40.7069,684.27,893.06,793.589,712.175,0.994155
HDS_USECOL:P-E3-S6_1_TIME:57974401.0,682.116,0.467973,680.874,683.258,682.584,681.648,752.879,40.7048,684.27,893.05,793.584,712.174,1.0117
HDS_USECOL:P-E3-S6_1_TIME:58060801.0,682.122,0.545836,680.621,683.671,682.668,681.577,752.876,40.7025,684.27,893.04,793.578,712.173,0.598746
HDS_USECOL:P-E3-S6_1_TIME:58147201.0,682.162,0.46643,680.863,683.479,682.629,681.696,752.871,40.7004,684.27,893.02,793.572,712.171,0.790952
HDS_USECOL:P-E3-S6_1_TIME:58233601.0,682.292,0.549403,680.985,683.701,682.842,681.743,752.868,40.6982,684.27,893.01,793.567,712.17,0.569014
HDS_USECOL:P-E3-S6_1_TIME:58320001.0,682.423,0.547888,681.012,683.614,682.971,681.875,752.865,40.6961,684.27,893,793.561,712.169,0.656166
HDS_USECOL:P-E3-S6_1_TIME:58406401.0,682.382,0.42167,681.105,683.867,682.804,681.96,752.862,40.6936,684.27,892.99,793.556,712.168,0.402683
HDS_USECOL:P-E3-S6_1_TIME:58492801.0,682.434,0.493432,681.217,683.886,682.928,681.941,752.858,40.6917,684.27,892.97,793.55,712.166,0.384041
HDS_USECOL:P-E3-S6_1_TIME:58579201.0,682.495,0.465371,681.379,683.865,682.96,682.03,752.855,40.6898,684.27,892.96,793.545,712.165,0.404927
HDS_USECOL:P-E3-S6_1_TIME:58665601.0,682.266,0.417067,681.271,683.224,682.683,681.849,752.851,40.6873,684.26,892.95,793.538,712.164,1.03598
HDS_USECOL:P-E3-S6_1_TIME:58752001.0,682.215,0.529766,680.997,683.375,682.745,681.686,752.847,40.6851,684.26,892.94,793.533,712.162,0.884898
HDS_USECOL:P-E3-S6_1_TIME:58838401.0,682.211,0.569769,680.985,683.832,682.781,681.642,752.844,40.6829,684.26,892.92,793.527,712.161,0.427958
HDS_USECOL:P-E3-S6_1_TIME:58924801.0,682.262,0.477793,681.167,683.251,682.74,681.785,752.84,40.6806,684.26,892.91,793.521,712.16,1.00901
HDS_USECOL:P-E3-S6_1_TIME:59011201.0,682.165,0.497134,680.967,683.38,682.662,681.668,752.837,40.679,684.26,892.9,793.516,712.158,0.880239
HDS_USECOL:P-E3-S6_1_TIME:59097601.0,682.147,0.481563,681.153,683.508,682.628,681.665,752.834,40.6763,684.26,892.89,793.51,712.158,0.752244
HDS_USECOL:P-E3-S6_1_TIME:59184001.0,682.199,0.511883,681.049,683.586,682.711,681.687,752.83,40.6738,684.26,892.87,793.504,712.156,0.673788
HDS_USECOL:P-E3-S6_1_TIME:59270401.0,682.203,0.452705,681.025,683.415,682.655,681.75,752.826,40.6721,684.26,892.86,793.499,712.154,0.844667
HDS_USECOL:P-E3-S6_1_TIME:59356801.0,682.149,0.487663,680.812,683.529,682.637,681.661,752.823,40.6694,684.26,892.85,793.493,712.154,0.730884
