time,P-MS-2,P-MS-1,P-LZ-4,P-M-6,P-VR-1,P-GAL-S1,P-GAL-S2,P-GAL-S3,P-GAL-S4,P-GAL-S5,P-GAL-S6A,P-E3-S6_1,P-RN-S7_1,P-VR-S_1,P-E3-S6_2,P-E3-S6_3,P-E3-S6_4,P-E3-S6_5,P-VR-S_2,P-VR-S_3,P-RN-S7_2,P-RN-S7_3,P-RN-S7_4
112147201.0000,804.06,804.42,769.91,771.43,746.96,749.33,777.31,785.03,789.44,785.11,788.96,762.63,750.89,758.20,763.20,761.44,761.44,761.88,754.80,753.98,750.89,781.87,791.04
112233601.0000,804.06,804.42,769.89,771.43,746.96,749.33,777.29,785.02,789.42,785.06,788.96,762.62,750.89,758.20,763.18,761.43,761.43,761.87,754.80,753.98,750.89,781.87,791.04
112320001.0000,804.06,804.42,769.88,771.43,746.96,749.33,777.27,785.01,789.41,784.98,788.96,762.61,750.88,758.19,763.17,761.41,761.41,761.87,754.80,753.98,750.88,781.87,791.04
112406401.0000,804.06,804.42,769.86,771.43,746.96,749.33,777.26,785.00,789.39,784.90,788.96,762.61,750.88,758.19,763.15,761.40,761.40,761.87,754.80,753.98,750.88,781.87,791.04
112492801.0000,804.06,804.42,769.85,771.43,746.96,749.32,777.24,784.98,789.38,784.82,788.95,762.60,750.88,758.19,763.13,761.38,761.38,761.87,754.80,753.97,750.88,781.87,791.04
112579201.0000,804.06,804.42,769.83,771.43,746.96,749.32,777.22,784.97,789.36,784.75,788.95,762.60,750.87,758.19,763.12,761.37,761.37,761.87,754.79,753.97,750.87,781.86,791.04
112665601.0000,804.06,804.42,769.82,771.43,746.96,749.32,777.20,784.96,789.35,784.68,788.95,762.59,750.87,758.18,763.10,761.35,761.35,761.87,754.79,753.97,750.87,781.86,791.04
112752001.0000,804.06,804.42,769.80,771.43,746.95,749.32,777.18,784.95,789.33,754.66,788.95,762.59,750.87,758.18,763.08,761.34,761.34,761.87,754.79,753.97,750.87,781.86,791.03
112838401.0000,804.06,804.41,769.79,771.43,746.95,749.32,777.17,784.94,789.32,753.30,788.95,762.58,750.86,758.18,763.07,761.33,761.33,761.87,754.79,753.97,750.86,781.86,791.03
112924801.0000,804.06,804.41,769.77,771.43,746.95,749.32,777.15,784.93,789.30,753.06,788.95,762.58,750.86,758.17,763.05,761.31,761.31,761.86,754.79,753.97,750.86,781.86,791.03
113011201.0000,804.06,804.41,769.76,771.43,746.95,749.32,777.13,784.92,789.28,752.94,788.95,762.57,750.86,758.17,763.04,761.30,761.30,761.86,754.79,753.97,750.86,781.86,791.03
113097601.0000,804.06,804.41,769.74,771.43,746.95,749.32,777.11,784.90,789.27,752.26,788.94,762.57,750.85,758.17,763.02,761.29,761.29,761.86,754.79,753.97,750.85,781.85,791.03
113184001.0000,804.06,804.41,769.73,771.42,746.95,749.32,777.10,784.89,789.25,752.12,788.94,762.56,750.85,758.17,763.00,761.28,761.28,761.86,754.79,753.97,750.85,781.85,791.03
113270401.0000,804.06,804.41,769.71,771.42,746.95,749.32,777.08,784.88,789.23,752.02,788.94,762.55,750.84,758.16,762.99,761.26,761.26,761.86,754.78,753.97,750.84,781.85,791.03
113356801.0000,804.06,804.40,769.70,771.42,746.95,749.32,777.06,784.87,789.21,751.95,788.94,762.55,750.84,758.16,762.97,761.25,761.25,761.86,754.78,753.96,750.84,781.85,791.03
113443201.0000,804.06,804.40,769.68,771.42,746.95,749.32,777.05,784.86,789.19,751.90,788.94,762.54,750.84,758.16,762.96,761.24,761.24,761.86,754.78,753.96,750.84,781.85,791.03
113529601.0000,804.06,804.40,769.67,771.42,746.95,749.32,777.03,784.85,789.16,751.83,788.94,762.54,750.83,758.15,762.94,761.23,761.23,761.85,754.78,753.96,750.83,781.84,791.02
113616001.0000,804.06,804.40,769.65,771.42,746.95,749.32,777.01,784.84,789.14,751.77,788.93,762.53,750.83,758.15,762.92,761.21,761.21,761.85,754.78,753.96,750.83,781.84,791.02
113702401.0000,804.06,804.40,769.64,771.42,746.95,749.32,776.99,784.83,789.11,751.73,788.93,762.53,750.83,758.15,762.91,761.20,761.20,761.85,754.78,753.96,750.83,781.84,791.02
113788801.0000,804.05,804.40,769.62,771.42,746.95,749.31,776.98,784.82,789.08,751.70,788.93,762.52,750.82,758.15,762.89,761.19,761.19,761.85,754.78,753.96,750.82,781.84,791.02
113875201.0000,804.05,804.39,769.61,771.42,746.95,749.31,776.96,784.81,789.05,751.67,788.93,762.52,750.82,758.14,762.88,761.18,761.18,761.85,754.77,753.96,750.82,781.84,791.02
113961601.0000,804.05,804.39,769.59,771.42,746.95,749.31,776.94,784.80,789.01,751.65,788.93,762.51,750.82,758.14,762.86,761.17,761.17,761.85,754.77,753.96,750.82,781.84,791.02
114048001.0000,804.05,804.38,769.58,771.42,746.95,749.31,776.92,784.79,788.98,751.63,788.92,762.50,750.81,758.14,762.85,761.16,761.16,761.85,754.77,753.96,750.81,781.83,791.02
114134401.0000,804.05,804.37,769.56,771.42,746.95,749.31,776.90,784.78,788.94,751.61,788.92,762.50,750.81,758.13,762.83,761.14,761.14,761.85,754.77,753.96,750.81,781.83,791.02
114220801.0000,804.05,804.35,769.55,771.42,746.95,749.31,776.88,784.77,788.90,751.59,788.92,762.49,750.81,758.13,762.82,761.13,761.13,761.84,754.77,753.95,750.81,781.83,791.01
114307201.0000,804.05,804.33,769.53,771.42,746.95,749.31,776.87,784.76,788.86,751.57,788.92,762.49,750.80,758.13,762.80,761.12,761.12,761.84,754.77,753.95,750.80,781.83,791.01
114393601.0000,804.05,804.32,769.52,771.41,746.95,749.31,776.85,784.75,788.82,751.56,788.91,762.48,750.80,758.13,762.79,761.11,761.11,761.84,754.77,753.95,750.80,781.83,791.01
114480001.0000,804.05,804.30,769.50,771.41,746.95,749.31,776.83,784.75,788.78,751.55,788.91,762.48,750.80,758.12,762.77,761.10,761.10,761.84,754.76,753.95,750.80,781.82,791.01
114566401.0000,804.05,804.28,769.48,771.41,746.95,749.31,776.81,784.74,788.73,751.53,788.91,762.47,750.79,758.12,762.75,761.09,761.09,761.84,754.76,753.95,750.79,781.82,791.01
114652801.0000,804.05,804.27,769.47,771.41,746.95,749.31,776.78,784.73,788.69,751.52,788.90,762.47,750.79,758.12,762.74,761.08,761.08,761.84,754.76,753.95,750.79,781.82,791.01
114739201.0000,804.05,804.25,769.45,771.41,746.95,749.31,776.76,784.72,788.64,751.51,788.90,762.46,750.79,758.11,762.72,761.07,761.07,761.84,754.76,753.95,750.79,781.82,791.01
114825601.0000,804.05,804.24,769.43,771.41,746.95,749.31,776.74,784.71,788.60,751.50,788.89,762.46,750.78,758.11,762.70,761.06,761.06,761.83,754.76,753.95,750.78,781.82,791.01
114912001.0000,804.05,804.23,769.41,771.41,746.95,749.31,776.72,784.70,788.55,751.49,788.89,762.45,750.78,758.11,762.69,761.05,761.05,761.83,754.76,753.95,750.78,781.81,791.01
114998401.0000,804.05,804.21,769.39,771.41,746.95,749.31,776.70,784.69,788.50,751.48,788.89,762.44,750.78,758.11,762.67,761.03,761.03,761.83,754.76,753.95,750.78,781.81,791.00
115084801.0000,804.05,804.20,769.38,771.41,746.95,749.30,776.68,784.68,788.45,751.47,788.88,762.44,750.77,758.10,762.65,761.02,761.02,761.83,754.75,753.94,750.77,781.81,791.00
115171201.0000,804.05,804.19,769.36,771.41,746.95,749.30,776.65,784.67,788.41,751.47,788.88,762.43,750.77,758.10,762.64,761.01,761.01,761.83,754.75,753.94,750.77,781.81,791.00
115257601.0000,804.05,804.19,769.34,771.41,746.95,749.30,776.63,784.66,788.36,751.46,788.87,762.43,750.77,758.10,762.62,761.00,761.00,761.83,754.75,753.94,750.77,781.81,791.00
115344001.0000,804.05,804.18,769.32,771.41,746.95,749.30,776.61,784.65,788.31,751.45,788.87,762.42,750.76,758.09,762.60,760.99,760.99,761.83,754.75,753.94,750.76,781.80,791.00
115430401.0000,804.05,804.17,769.30,771.41,746.95,749.30,776.58,784.64,788.26,751.44,788.86,762.42,750.76,758.09,762.58,760.98,760.98,761.82,754.75,753.94,750.76,781.80,791.00
115516801.0000,804.04,804.16,769.28,771.41,746.95,749.30,776.56,784.63,788.21,751.44,788.86,762.41,750.76,758.09,762.57,760.97,760.97,761.82,754.75,753.94,750.76,781.80,791.00
115603201.0000,804.04,804.16,769.26,771.40,746.95,749.30,776.54,784.62,788.17,751.43,788.85,762.41,750.75,758.09,762.55,760.96,760.96,761.82,754.75,753.94,750.75,781.80,791.00
115689601.0000,804.04,804.15,769.24,771.40,746.95,749.30,776.51,784.61,788.12,751.42,788.85,762.40,750.75,758.08,762.53,760.95,760.95,761.82,754.74,753.94,750.75,781.80,791.00
115776001.0000,804.04,803.50,769.22,771.40,746.95,749.30,776.49,784.60,788.07,751.42,788.84,762.39,750.74,758.08,762.51,760.94,760.94,761.82,754.74,753.94,750.74,781.79,790.99
115862401.0000,804.04,803.00,769.20,771.40,746.95,749.30,776.46,784.59,788.02,751.41,788.84,762.39,750.74,758.08,762.49,760.93,760.93,761.82,754.74,753.94,750.74,781.79,790.99
115948801.0000,804.04,802.64,769.18,771.40,746.94,749.30,776.44,784.58,787.97,751.41,788.83,762.38,750.74,758.07,762.48,760.92,760.92,761.82,754.74,753.94,750.74,781.79,790.99
116035201.0000,804.04,802.37,769.16,771.40,746.94,749.30,776.41,784.57,787.93,751.40,788.83,762.38,750.73,758.07,762.46,760.91,760.91,761.82,754.74,753.93,750.73,781.79,790.99
116121601.0000,804.04,802.16,769.14,771.40,746.94,749.30,776.39,784.56,787.88,751.40,788.82,762.37,750.73,758.07,762.44,760.90,760.90,761.81,754.74,753.93,750.73,781.79,790.99
116208001.0000,804.04,801.97,769.12,771.40,746.94,749.30,776.36,784.55,787.83,751.39,788.82,762.37,750.73,758.07,762.42,760.89,760.89,761.81,754.74,753.93,750.73,781.78,790.99
116294401.0000,804.04,801.81,769.10,771.40,746.94,749.30,776.34,784.54,787.79,751.39,788.81,762.36,750.72,758.06,762.40,760.88,760.88,761.81,754.74,753.93,750.72,781.78,790.99
116380801.0000,804.04,801.67,769.08,771.40,746.94,749.29,776.31,784.53,787.74,751.38,788.80,762.36,750.72,758.06,762.38,760.87,760.87,761.81,754.73,753.93,750.72,781.78,790.99
116467201.0000,804.04,801.55,769.06,771.40,746.94,749.29,776.29,784.51,787.70,751.38,788.80,762.35,750.72,758.06,762.37,760.86,760.86,761.81,754.73,753.93,750.72,781.78,790.98
116553601.0000,804.04,801.43,769.04,771.40,746.94,749.29,776.26,784.50,787.65,751.37,788.79,762.35,750.71,758.06,762.35,760.85,760.85,761.81,754.73,753.93,750.71,781.77,790.98
116640001.0000,804.04,801.32,769.02,771.40,746.94,749.29,776.24,784.49,787.61,751.37,788.78,762.34,750.71,758.05,762.33,760.84,760.84,761.81,754.73,753.93,750.71,781.77,790.98
116726401.0000,804.04,801.23,769.00,771.39,746.94,749.29,776.21,784.48,787.56,751.37,788.77,762.33,750.71,758.05,762.31,760.83,760.83,761.80,754.73,753.93,750.71,781.77,790.98
116812801.0000,804.04,801.13,768.98,771.39,746.94,749.29,776.19,784.47,787.52,751.36,788.76,762.33,750.70,758.05,762.29,760.82,760.82,761.80,754.73,753.93,750.70,781.77,790.98
116899201.0000,804.04,801.05,768.96,771.39,746.94,749.29,776.16,784.46,787.47,751.36,788.75,762.32,750.70,758.04,762.27,760.81,760.81,761.80,754.73,753.92,750.70,781.76,790.98
116985601.0000,804.04,800.97,768.94,771.39,746.94,749.29,776.14,784.45,787.43,751.35,788.74,762.32,750.70,758.04,762.25,760.80,760.80,761.80,754.72,753.92,750.70,781.76,790.98
117072001.0000,804.04,800.90,768.92,771.39,746.94,749.29,776.11,784.44,787.39,751.35,788.73,762.31,750.69,758.04,762.23,760.79,760.79,761.80,754.72,753.92,750.69,781.76,790.98
117158401.0000,804.04,800.84,768.90,771.39,746.94,749.29,776.09,784.43,787.34,751.35,788.72,762.31,750.69,758.04,762.22,760.78,760.78,761.80,754.72,753.92,750.69,781.76,790.98
117244801.0000,804.03,800.78,768.88,771.39,746.94,749.29,776.06,784.42,787.30,751.34,788.71,762.30,750.69,758.03,762.20,760.77,760.77,761.80,754.72,753.92,750.69,781.75,790.97
117331201.0000,804.03,800.71,768.86,771.39,746.94,749.29,776.04,784.41,787.26,751.34,788.70,762.30,750.68,758.03,762.18,760.75,760.75,761.79,754.72,753.92,750.68,781.75,790.97
117417601.0000,804.03,800.65,768.84,771.39,746.94,749.29,776.01,784.40,787.22,751.34,788.69,762.29,750.68,758.03,762.16,760.74,760.74,761.79,754.72,753.92,750.68,781.75,790.97
117504001.0000,804.03,800.60,768.82,771.39,746.94,749.29,775.99,784.39,787.18,751.34,788.67,762.28,750.68,758.02,762.14,760.73,760.73,761.79,754.72,753.92,750.68,781.74,790.97
117590401.0000,804.03,800.56,768.80,771.39,746.94,749.29,775.96,784.38,787.13,751.33,788.66,762.28,750.67,758.02,762.12,760.72,760.72,761.79,754.71,753.92,750.67,781.74,790.97
117676801.0000,804.03,800.51,768.78,771.39,746.94,749.29,775.94,784.37,787.09,751.33,788.64,762.27,750.67,758.02,762.10,760.71,760.71,761.79,754.71,753.92,750.67,781.74,790.97
117763201.0000,804.03,800.47,768.76,771.39,746.94,749.28,775.91,784.36,787.05,751.33,788.63,762.27,750.67,758.02,762.09,760.70,760.70,761.79,754.71,753.91,750.67,781.73,790.97
117849601.0000,804.03,800.43,768.74,771.39,746.94,749.28,775.89,784.35,787.01,751.32,788.61,762.26,750.66,758.01,762.07,760.69,760.69,761.79,754.71,753.91,750.66,781.73,790.97
117936001.0000,804.03,800.39,768.72,771.38,746.94,749.28,775.87,784.34,786.98,751.32,788.59,762.26,750.66,758.01,762.05,760.68,760.68,761.78,754.71,753.91,750.66,781.73,790.96
118022401.0000,804.03,800.36,768.70,771.38,746.94,749.28,775.84,784.33,786.94,751.32,788.58,762.25,750.65,758.01,762.03,760.67,760.67,761.78,754.71,753.91,750.65,781.72,790.96
118108801.0000,804.03,800.33,768.68,771.38,746.94,749.28,775.82,784.32,786.90,751.32,788.56,762.25,750.65,758.00,762.01,760.66,760.66,761.78,754.71,753.91,750.65,781.72,790.96
118195201.0000,804.03,800.30,768.66,771.38,746.94,749.28,775.79,784.31,786.86,751.31,788.53,762.24,750.65,758.00,762.00,760.65,760.65,761.78,754.71,753.91,750.65,781.72,790.96
118281601.0000,804.03,800.27,768.64,771.38,746.94,749.28,775.77,784.30,786.82,751.31,788.51,762.23,750.64,758.00,761.98,760.64,760.64,761.78,754.70,753.91,750.64,781.71,790.96
118368001.0000,804.03,800.24,768.62,771.38,746.94,749.28,775.75,784.29,786.78,751.31,788.49,762.23,750.64,758.00,761.96,760.63,760.63,761.78,754.70,753.91,750.64,781.71,790.96
118454401.0000,804.03,800.22,768.61,771.38,746.94,749.28,775.72,784.28,786.75,751.31,788.46,762.22,750.64,757.99,761.94,760.62,760.62,761.78,754.70,753.91,750.64,781.71,790.96
118540801.0000,804.03,800.20,768.59,771.38,746.94,749.28,775.70,784.27,786.71,751.31,788.43,762.22,750.63,757.99,761.92,760.61,760.61,761.77,754.70,753.91,750.63,781.70,790.96
118627201.0000,804.03,800.18,768.57,771.38,746.94,749.28,775.68,784.26,786.68,751.30,788.41,762.21,750.63,757.99,761.91,760.60,760.60,761.77,754.70,753.90,750.63,781.70,790.95
118713601.0000,804.03,800.16,768.55,771.38,746.94,749.28,775.66,784.25,786.64,751.30,788.37,762.21,750.63,757.98,761.89,760.59,760.59,761.77,754.70,753.90,750.63,781.70,790.95
118800001.0000,804.03,800.15,768.53,771.38,746.94,749.28,775.63,784.24,786.60,751.30,788.34,762.20,750.62,757.98,761.87,760.58,760.58,761.77,754.70,753.90,750.62,781.69,790.95
118886401.0000,804.02,800.13,768.51,771.38,746.94,749.28,775.61,784.23,786.57,751.30,788.30,762.20,750.62,757.98,761.85,760.57,760.57,761.77,754.69,753.90,750.62,781.69,790.95
118972801.0000,804.02,800.12,768.50,771.38,746.93,749.28,775.59,784.22,786.54,751.30,788.27,762.19,750.62,757.98,761.84,760.56,760.56,761.77,754.69,753.90,750.62,781.68,790.95
119059201.0000,804.02,800.11,768.48,771.38,746.93,749.28,775.57,784.21,786.50,751.29,788.23,762.19,750.61,757.97,761.82,760.55,760.55,761.77,754.69,753.90,750.61,781.68,790.95
119145601.0000,804.02,800.09,768.46,771.37,746.93,749.27,775.54,784.20,786.47,751.29,788.19,762.18,750.61,757.97,761.80,760.54,760.54,761.76,754.69,753.90,750.61,781.67,790.95
119232001.0000,804.02,800.08,768.44,771.37,746.93,749.27,775.52,784.19,786.43,751.29,788.15,762.17,750.61,757.97,761.79,760.53,760.53,761.76,754.69,753.90,750.61,781.67,790.95
119318401.0000,804.02,800.07,768.43,771.37,746.93,749.27,775.50,784.18,786.40,751.29,788.10,762.17,750.60,757.96,761.77,760.52,760.52,761.76,754.69,753.90,750.60,781.66,790.94
119404801.0000,804.02,800.06,768.41,771.37,746.93,749.27,775.48,784.17,786.37,751.29,788.06,762.16,750.60,757.96,761.75,760.51,760.51,761.76,754.69,753.90,750.60,781.66,790.94
119491201.0000,804.02,800.05,768.39,771.37,746.93,749.27,775.46,784.16,786.34,751.29,788.00,762.16,750.60,757.96,761.74,760.50,760.50,761.76,754.68,753.90,750.60,781.66,790.94
119577601.0000,804.02,800.04,768.37,771.37,746.93,749.27,775.44,784.15,786.30,751.28,787.93,762.15,750.59,757.96,761.72,760.49,760.49,761.76,754.68,753.89,750.59,781.65,790.94
119664001.0000,804.02,800.03,768.36,771.37,746.93,749.27,775.42,784.14,786.27,751.28,787.82,762.15,750.59,757.95,761.70,760.48,760.48,761.76,754.68,753.89,750.59,781.65,790.94
119750401.0000,804.02,800.02,768.34,771.37,746.93,749.27,775.39,784.13,786.24,751.28,787.71,762.14,750.59,757.95,761.69,760.47,760.47,761.75,754.68,753.89,750.59,781.64,790.94
119836801.0000,804.02,800.01,768.33,771.37,746.93,749.27,775.37,784.12,786.21,751.28,787.49,762.14,750.58,757.95,761.67,760.46,760.46,761.75,754.68,753.89,750.58,781.63,790.94
119923201.0000,804.02,800.00,768.31,771.37,746.93,749.27,775.35,784.11,786.18,751.28,787.20,762.13,750.58,757.94,761.66,760.45,760.45,761.75,754.68,753.89,750.58,781.63,790.94
120009601.0000,804.02,799.99,768.29,771.37,746.93,749.27,775.33,784.10,786.15,751.28,786.87,762.12,750.58,757.94,761.64,760.44,760.44,761.75,754.68,753.89,750.58,781.62,790.93
120096001.0000,804.02,799.98,768.28,771.37,746.93,749.27,775.31,784.10,786.12,751.28,786.51,762.12,750.57,757.94,761.62,760.43,760.43,761.75,754.68,753.89,750.57,781.62,790.93
120182401.0000,804.02,799.97,768.26,771.37,746.93,749.27,775.29,784.09,786.09,751.27,786.14,762.11,750.57,757.94,761.61,760.42,760.42,761.75,754.67,753.89,750.57,781.61,790.93
120268801.0000,804.02,799.96,768.25,771.36,746.93,749.27,775.27,784.08,786.06,751.27,785.77,762.11,750.56,757.93,761.59,760.41,760.41,761.74,754.67,753.89,750.56,781.61,790.93
120355201.0000,804.02,799.95,768.23,771.36,746.93,749.27,775.25,784.07,786.03,751.27,785.40,762.10,750.56,757.93,761.58,760.40,760.40,761.74,754.67,753.89,750.56,781.60,790.93
120441601.0000,804.02,799.95,768.21,771.36,746.93,749.27,775.23,784.06,786.01,751.27,785.03,762.10,750.56,757.93,761.56,760.39,760.39,761.74,754.67,753.88,750.56,781.60,790.93
120528001.0000,804.01,799.94,768.20,771.36,746.93,749.26,775.21,784.05,785.98,751.27,784.67,762.09,750.55,757.92,761.55,760.38,760.38,761.74,754.67,753.88,750.55,781.59,790.93
120614401.0000,804.01,799.93,768.18,771.36,746.93,749.26,775.20,784.04,785.95,751.27,784.32,762.09,750.55,757.92,761.53,760.37,760.37,761.74,754.67,753.88,750.55,781.58,790.92
120700801.0000,804.01,799.93,768.17,771.36,746.93,749.26,775.18,784.03,785.92,751.27,783.98,762.08,750.55,757.92,761.52,760.36,760.36,761.74,754.67,753.88,750.55,781.58,790.92
120787201.0000,804.01,799.92,768.15,771.36,746.93,749.26,775.16,784.02,785.90,751.27,783.66,762.07,750.54,757.92,761.50,760.35,760.35,761.74,754.66,753.88,750.54,781.57,790.92
120873601.0000,804.01,799.92,768.14,771.36,746.93,749.26,775.14,784.01,785.87,751.26,783.34,762.07,750.54,757.91,761.49,760.34,760.34,761.73,754.66,753.88,750.54,781.56,790.92
120960001.0000,804.01,799.91,768.13,771.36,746.93,749.26,775.12,784.00,785.84,751.26,783.04,762.06,750.54,757.91,761.47,760.34,760.34,761.73,754.66,753.88,750.54,781.56,790.92
121046401.0000,804.01,799.91,768.11,771.36,746.93,749.26,775.10,784.00,785.82,751.26,782.74,762.06,750.53,757.91,761.46,760.33,760.33,761.73,754.66,753.88,750.53,781.55,790.92
121132801.0000,804.01,799.90,768.10,771.36,746.93,749.26,775.08,783.99,785.79,751.26,782.46,762.05,750.53,757.90,761.44,760.32,760.32,761.73,754.66,753.88,750.53,781.54,790.92
121219201.0000,804.01,799.90,768.08,771.36,746.93,749.26,775.07,783.98,785.77,751.26,782.19,762.05,750.53,757.90,761.43,760.31,760.31,761.73,754.66,753.88,750.53,781.54,790.92
121305601.0000,804.01,799.89,768.07,771.36,746.93,749.26,775.05,783.97,785.74,751.26,781.92,762.04,750.52,757.90,761.41,760.30,760.30,761.73,754.66,753.87,750.52,781.53,790.91
121392001.0000,804.01,799.89,768.06,771.36,746.93,749.26,775.03,783.96,785.72,751.26,781.67,762.04,750.52,757.90,761.40,760.29,760.29,761.73,754.66,753.87,750.52,781.52,790.91
121478401.0000,804.01,799.88,768.04,771.35,746.93,749.26,775.01,783.95,785.69,751.26,781.42,762.03,750.52,757.89,761.39,760.28,760.28,761.72,754.65,753.87,750.52,781.52,790.91
121564801.0000,804.01,799.88,768.03,771.35,746.93,749.26,774.99,783.94,785.67,751.26,781.18,762.02,750.51,757.89,761.37,760.27,760.27,761.72,754.65,753.87,750.51,781.51,790.91
121651201.0000,804.01,799.87,768.02,771.35,746.93,749.26,774.98,783.94,785.64,751.26,780.95,762.02,750.51,757.89,761.36,760.26,760.26,761.72,754.65,753.87,750.51,781.50,790.91
121737601.0000,804.01,799.87,768.00,771.35,746.93,749.26,774.96,783.93,785.62,751.25,780.73,762.01,750.51,757.89,761.35,760.26,760.26,761.72,754.65,753.87,750.51,781.50,790.91
121824001.0000,804.01,799.86,767.99,771.35,746.93,749.26,774.94,783.92,785.60,751.25,780.51,762.01,750.50,757.88,761.33,760.25,760.25,761.72,754.65,753.87,750.50,781.49,790.91
121910401.0000,804.01,799.85,767.98,771.35,746.93,749.26,774.93,783.91,785.57,751.25,780.31,762.00,750.50,757.88,761.32,760.24,760.24,761.72,754.65,753.87,750.50,781.48,790.90
121996801.0000,804.01,799.84,767.97,771.35,746.92,749.25,774.91,783.91,785.55,751.25,780.10,762.00,750.50,757.88,761.31,760.23,760.23,761.71,754.65,753.87,750.50,781.48,790.90
122083201.0000,804.00,799.84,767.95,771.35,746.92,749.25,774.89,783.90,785.53,751.25,779.91,761.99,750.49,757.87,761.29,760.22,760.22,761.71,754.64,753.87,750.49,781.47,790.90
122169601.0000,804.00,799.83,767.94,771.35,746.92,749.25,774.88,783.89,785.51,751.25,779.72,761.99,750.49,757.87,761.28,760.21,760.21,761.71,754.64,753.87,750.49,781.46,790.90
122256001.0000,804.00,799.82,767.93,771.35,746.92,749.25,774.86,783.89,785.49,751.25,779.54,761.98,750.49,757.87,761.27,760.21,760.21,761.71,754.64,753.86,750.49,781.45,790.90
122342401.0000,804.00,799.82,767.92,771.35,746.92,749.25,774.84,783.88,785.46,751.25,779.36,761.97,750.48,757.87,761.25,760.20,760.20,761.71,754.64,753.86,750.48,781.45,790.90
122428801.0000,804.00,799.81,767.91,771.35,746.92,749.25,774.83,783.87,785.44,751.25,779.19,761.97,750.48,757.86,761.24,760.19,760.19,761.71,754.64,753.86,750.48,781.44,790.89
122515201.0000,804.00,799.81,767.89,771.35,746.92,749.25,774.81,783.86,785.42,751.25,779.02,761.96,750.47,757.86,761.23,760.18,760.18,761.71,754.64,753.86,750.47,781.43,790.89
122601601.0000,804.00,799.79,767.88,771.35,746.92,749.25,774.80,783.86,785.40,751.25,778.86,761.96,750.47,757.86,761.22,760.17,760.17,761.70,754.64,753.86,750.47,781.42,790.89
122688001.0000,804.00,799.77,767.87,771.34,746.92,749.25,774.78,783.85,785.38,751.25,778.71,761.95,750.47,757.85,761.20,760.17,760.17,761.70,754.64,753.86,750.47,781.42,790.89
122774401.0000,804.00,799.76,767.86,771.34,746.92,749.25,774.77,783.84,785.36,751.25,778.56,761.95,750.46,757.85,761.19,760.16,760.16,761.70,754.63,753.86,750.46,781.41,790.89
122860801.0000,804.00,799.75,767.85,771.34,746.92,749.25,774.75,783.84,785.34,751.24,778.41,761.94,750.46,757.85,761.18,760.15,760.15,761.70,754.63,753.86,750.46,781.40,790.89
122947201.0000,804.00,799.74,767.84,771.34,746.92,749.25,774.73,783.83,785.32,751.24,778.27,761.94,750.46,757.85,761.17,760.14,760.14,761.70,754.63,753.86,750.46,781.39,790.89
123033601.0000,804.00,799.73,767.83,771.34,746.92,749.25,774.72,783.82,785.30,751.24,778.13,761.93,750.45,757.84,761.16,760.13,760.13,761.70,754.63,753.86,750.45,781.39,790.88
123120001.0000,804.00,799.73,767.82,771.34,746.92,749.25,774.70,783.82,785.28,751.24,777.99,761.93,750.45,757.84,761.14,760.13,760.13,761.69,754.63,753.85,750.45,781.38,790.88
123206401.0000,804.00,799.72,767.81,771.34,746.92,749.25,774.69,783.81,785.26,751.24,777.86,761.92,750.45,757.84,761.13,760.12,760.12,761.69,754.63,753.85,750.45,781.37,790.88
123292801.0000,804.00,799.72,767.80,771.34,746.92,749.25,774.67,783.80,785.24,751.24,777.73,761.91,750.44,757.83,761.12,760.11,760.11,761.69,754.63,753.85,750.44,781.36,790.88
123379201.0000,804.00,799.72,767.79,771.34,746.92,749.25,774.66,783.80,785.22,751.24,777.61,761.91,750.44,757.83,761.11,760.10,760.10,761.69,754.62,753.85,750.44,781.36,790.88
123465601.0000,804.00,799.71,767.78,771.34,746.92,749.25,774.65,783.79,785.21,751.24,777.49,761.90,750.44,757.83,761.10,760.09,760.09,761.69,754.62,753.85,750.44,781.35,790.88
123552001.0000,804.00,799.71,767.77,771.34,746.92,749.24,774.63,783.78,785.19,751.24,777.37,761.90,750.43,757.83,761.09,760.09,760.09,761.69,754.62,753.85,750.43,781.34,790.88
123638401.0000,803.99,799.71,767.76,771.34,746.92,749.24,774.62,783.78,785.17,751.24,777.26,761.89,750.43,757.82,761.08,760.08,760.08,761.69,754.62,753.85,750.43,781.33,790.87
123724801.0000,803.99,799.70,767.75,771.34,746.92,749.24,774.60,783.77,785.15,751.24,777.15,761.89,750.43,757.82,761.06,760.07,760.07,761.68,754.62,753.85,750.43,781.33,790.87
123811201.0000,803.99,799.70,767.74,771.33,746.92,749.24,774.59,783.76,785.13,751.24,777.04,761.88,750.42,757.82,761.05,760.06,760.06,761.68,754.62,753.85,750.42,781.32,790.87
123897601.0000,803.99,799.70,767.73,771.33,746.92,749.24,774.58,783.76,785.12,751.24,776.93,761.88,750.42,757.81,761.04,760.06,760.06,761.68,754.62,753.85,750.42,781.31,790.87
123984001.0000,803.99,799.70,767.72,771.33,746.92,749.24,774.56,783.75,785.10,751.24,776.83,761.87,750.41,757.81,761.03,760.05,760.05,761.68,754.62,753.85,750.41,781.30,790.87
124070401.0000,803.99,799.69,767.71,771.33,746.92,749.24,774.55,783.74,785.08,751.24,776.73,761.86,750.41,757.81,761.02,760.04,760.04,761.68,754.61,753.84,750.41,781.29,790.87
